100,0
80,0.2
64,0.4
51.2,0.6
40.96,0.8
32.768,1
26.2144,1.2
20.9715,1.4
16.7772,1.6
13.4218,1.8
10.7374,2
8.58993,2.2
6.87195,2.4
5.49756,2.6
4.39805,2.8
3.51844,3
2.81475,3.2
2.2518,3.4
1.80144,3.6
1.44115,3.8
1.15292,4
0.922337,4.2
0.73787,4.4
0.590296,4.6
0.472237,4.8
0.377789,5
0.302231,5.2
0.241785,5.4
0.193428,5.6
0.154743,5.8
0.123794,6
0.0990352,6.2
0.0792282,6.4
0.0633825,6.6
0.050706,6.8
0.0405648,7
0.0324519,7.2
0.0259615,7.4
0.0207692,7.6
0.0166153,7.8
0.0132923,8
0.0106338,8.2
0.00850706,8.4
0.00680565,8.6
0.00544452,8.8
0.00435561,9
0.00348449,9.2
0.00278759,9.4
0.00223007,9.6
0.00178406,9.8
0.00142725,10
0.0011418,10.2
0.000913439,10.4
0.000730751,10.6
0.000584601,10.8
0.000467681,11
0.000374144,11.2
0.000299316,11.4
0.000239452,11.6
0.000191562,11.8
0.00015325,12
0.0001226,12.2
9.80797e-05,12.4
7.84638e-05,12.6
6.2771e-05,12.8
5.02168e-05,13
4.01735e-05,13.2
3.21388e-05,13.4
2.5711e-05,13.6
2.05688e-05,13.8
1.6455e-05,14
1.3164e-05,14.2
1.05312e-05,14.4
8.42498e-06,14.6
6.73999e-06,14.8
5.39199e-06,15
4.31359e-06,15.2
3.45087e-06,15.4
2.7607e-06,15.6
2.20856e-06,15.8
1.76685e-06,16
1.41348e-06,16.2
1.13078e-06,16.4
9.04626e-07,16.6
7.23701e-07,16.8
5.7896e-07,17
4.63168e-07,17.2
3.70535e-07,17.4
2.96428e-07,17.6
2.37142e-07,17.8
1.89714e-07,18
1.51771e-07,18.2
1.21417e-07,18.4
9.71334e-08,18.6
7.77068e-08,18.8
6.21654e-08,19
4.97323e-08,19.2
3.97859e-08,19.4
3.18287e-08,19.6
2.54629e-08,19.8
