100,0
95,0.05
90.25,0.1
85.7375,0.15
81.4506,0.2
77.3781,0.25
73.5092,0.3
69.8337,0.35
66.342,0.4
63.0249,0.45
59.8737,0.5
56.88,0.55
54.036,0.6
51.3342,0.65
48.7675,0.7
46.3291,0.75
44.0127,0.8
41.812,0.85
39.7214,0.9
37.7354,0.95
35.8486,1
34.0562,1.05
32.3534,1.1
30.7357,1.15
29.1989,1.2
27.739,1.25
26.352,1.3
25.0344,1.35
23.7827,1.4
22.5936,1.45
21.4639,1.5
20.3907,1.55
19.3711,1.6
18.4026,1.65
17.4825,1.7
16.6083,1.75
15.7779,1.8
14.989,1.85
14.2396,1.9
13.5276,1.95
12.8512,2
12.2087,2.05
11.5982,2.1
11.0183,2.15
10.4674,2.2
9.94403,2.25
9.44682,2.3
8.97448,2.35
8.52576,2.4
8.09947,2.45
7.6945,2.5
7.30977,2.55
6.94428,2.6
6.59707,2.65
6.26722,2.7
5.95386,2.75
5.65616,2.8
5.37335,2.85
5.10469,2.9
4.84945,2.95
4.60698,3
4.37663,3.05
4.1578,3.1
3.94991,3.15
3.75241,3.2
3.56479,3.25
3.38655,3.3
3.21723,3.35
3.05636,3.4
2.90355,3.45
2.75837,3.5
2.62045,3.55
2.48943,3.6
2.36496,3.65
2.24671,3.7
2.13437,3.75
2.02765,3.8
1.92627,3.85
1.82996,3.9
1.73846,3.95
1.65154,4
1.56896,4.05
1.49051,4.1
1.41599,4.15
1.34519,4.2
1.27793,4.25
1.21403,4.3
1.15333,4.35
1.09566,4.4
1.04088,4.45
0.988836,4.5
0.939395,4.55
0.892425,4.6
0.847804,4.65
0.805413,4.7
0.765143,4.75
0.726886,4.8
0.690541,4.85
0.656014,4.9
0.623214,4.95
